,0,1,2
105,141.0,132.0,3.5
106,152.0,132.0,3.5
107,138.0,132.0,3.0
108,147.0,132.0,3.0
109,140.0,132.0,3.0
110,146.0,132.0,4.0
111,151.0,132.0,4.5
112,140.0,132.0,3.0
113,150.0,132.0,4.0
114,167.0,132.0,5.0
115,157.0,132.0,4.5
116,146.0,132.0,3.0
117,137.0,132.0,3.5
118,148.0,132.0,4.0
119,132.0,132.0,5.0
120,152.0,132.0,4.0
121,164.0,132.0,4.5
122,149.0,132.0,3.5
123,144.0,132.0,3.0
124,151.0,132.0,3.5
125,146.0,132.0,3.0
126,146.0,132.0,5.0
127,146.0,132.0,3.0
128,151.0,132.0,4.5
129,142.0,132.0,2.5
130,154.0,132.0,3.0
131,136.0,132.0,2.5
132,149.0,132.0,3.5
133,155.0,132.0,4.0
134,149.0,132.0,3.5
135,150.0,132.0,3.5
136,148.0,132.0,3.0
137,157.0,132.0,5.0
138,153.0,132.0,4.5
139,147.0,132.0,3.0
140,137.0,132.0,4.0
141,154.0,132.0,3.0
142,143.0,132.0,3.5
143,153.0,132.0,4.0
144,142.0,132.0,3.5
145,148.0,132.0,3.0
146,130.0,132.0,3.5
147,144.0,132.0,4.0
148,160.0,132.0,3.5
149,141.0,132.0,3.0
150,141.0,132.0,2.0
151,150.0,132.0,4.0
152,157.0,132.0,4.0
153,137.0,132.0,3.0
154,143.0,132.0,3.0
155,160.0,132.0,4.5
156,164.0,132.0,4.5
157,151.0,132.0,4.0
158,147.0,132.0,3.0
159,153.0,132.0,3.0
160,145.0,132.0,3.5
161,143.0,132.0,2.5
162,142.0,132.0,3.0
163,149.0,132.0,3.5
164,146.0,132.0,3.0
165,154.0,132.0,4.5
166,146.0,132.0,3.0
167,146.0,132.0,3.0
168,141.0,132.0,3.5
169,135.0,132.0,2.5
170,145.0,132.0,3.0
171,142.0,132.0,3.0
172,154.0,132.0,4.0
173,143.0,132.0,3.5
174,152.0,132.0,2.5
175,144.0,132.0,3.0
176,142.0,132.0,2.5
177,134.0,132.0,1.5
178,130.0,132.0,1.5
179,130.0,132.0,3.0
180,141.0,132.0,3.0
181,140.0,132.0,3.0
182,144.0,132.0,2.0
183,137.0,132.0,2.0
184,143.0,132.0,3.5
185,143.0,132.0,3.0
186,141.0,132.0,3.0
187,158.0,132.0,4.5
188,132.0,132.0,2.0
189,138.0,132.0,1.5
190,135.0,132.0,2.5
191,157.0,132.0,6.0
192,152.0,132.0,5.0
193,165.0,132.0,4.0
194,152.0,132.0,3.0
195,144.0,132.0,2.5
196,152.0,132.0,3.5
197,144.0,132.0,2.5
198,141.0,132.0,3.0
199,159.0,132.0,4.5
200,149.0,132.0,4.0
201,167.0,132.0,6.0
202,157.0,132.0,4.0
203,152.0,132.0,4.0
204,147.0,132.0,3.0
205,142.0,132.0,3.0
206,164.0,132.0,4.5
207,141.0,132.0,3.5
208,144.0,132.0,3.0
209,150.0,132.0,3.0
210,143.0,132.0,4.0
211,147.0,132.0,3.5
212,146.0,132.0,3.5
213,152.0,132.0,5.0
214,157.0,132.0,4.0
215,142.0,132.0,3.0
216,152.0,132.0,3.5
217,154.0,132.0,4.0
218,151.0,132.0,3.5
219,150.0,132.0,1.5
220,156.0,132.0,4.0
221,160.0,132.0,4.5
222,164.0,132.0,4.0
223,153.0,132.0,4.5
224,143.0,132.0,3.0
225,148.0,132.0,3.5
226,130.0,132.0,2.0
227,144.0,132.0,3.0
228,130.0,132.0,3.0
229,154.0,132.0,4.0
230,140.0,132.0,3.0
231,147.0,132.0,3.0
232,146.0,132.0,3.0
233,147.0,132.0,5.0
234,138.0,132.0,3.5
235,141.0,132.0,1.5
236,153.0,132.0,4.0
237,138.0,132.0,2.0
238,150.0,132.0,3.0
239,142.0,132.0,2.5
240,130.0,132.0,3.0
241,142.0,132.0,3.5
242,150.0,132.0,3.0
243,150.0,132.0,3.0
244,163.0,132.0,5.0
245,135.0,132.0,2.0
246,149.0,132.0,3.5
247,142.0,132.0,4.0
248,146.0,132.0,3.0
249,137.0,132.0,1.5
250,142.0,132.0,2.5
251,142.0,132.0,3.5
252,147.0,132.0,3.5
253,157.0,132.0,5.5
254,149.0,132.0,4.0
255,140.0,132.0,3.0
256,157.0,132.0,4.0
257,149.0,132.0,3.0
258,142.0,132.0,3.5
259,151.0,132.0,3.0
260,142.0,132.0,3.5
261,149.0,132.0,4.0
262,147.0,132.0,4.0
263,148.0,132.0,4.0
264,150.0,132.0,3.5
265,152.0,132.0,3.5
266,135.0,132.0,2.5
267,159.0,132.0,4.0
268,154.0,132.0,3.0
269,130.0,132.0,3.0
270,139.0,132.0,3.0
271,146.0,132.0,2.5
272,149.0,132.0,3.5
273,140.0,132.0,2.5
274,137.0,132.0,3.0
275,142.0,132.0,3.5
276,148.0,132.0,3.0
277,149.0,132.0,3.0
278,139.0,132.0,2.5
279,138.0,132.0,2.0
280,152.0,132.0,4.5
281,144.0,132.0,5.5
282,142.0,132.0,3.0
283,137.0,132.0,3.0
284,140.0,132.0,3.5
285,151.0,132.0,3.0
286,151.0,132.0,4.0
287,142.0,132.0,3.0
288,135.0,132.0,1.0
289,147.0,132.0,3.5
290,142.0,132.0,3.0
291,144.0,132.0,4.0
292,134.0,132.0,1.5
293,148.0,132.0,3.0
294,132.0,132.0,2.5
295,148.0,132.0,4.0
296,147.0,132.0,3.5
297,143.0,132.0,3.0
298,134.0,132.0,2.0
299,141.0,132.0,3.0
300,143.0,132.0,3.0
301,148.0,132.0,4.0
302,144.0,132.0,2.5
303,155.0,132.0,4.0
304,132.0,132.0,3.0
305,150.0,132.0,4.0
306,141.0,132.0,3.0
307,147.0,132.0,3.0
308,130.0,132.0,2.5
309,142.0,132.0,2.0
310,145.0,132.0,3.0
311,142.0,132.0,2.0
312,144.0,132.0,2.5
313,146.0,132.0,3.5
314,149.0,132.0,4.0
315,152.0,132.0,4.5
316,146.0,132.0,2.5
317,158.0,132.0,4.0
318,141.0,132.0,3.5
319,159.0,132.0,5.5
320,146.0,132.0,3.0
321,152.0,132.0,3.0
322,162.0,132.0,4.0
323,150.0,132.0,4.0
324,144.0,132.0,2.5
325,130.0,132.0,3.0
326,135.0,132.0,3.0
327,135.0,132.0,2.5
328,136.0,132.0,1.0
329,140.0,132.0,1.0
330,142.0,132.0,2.5
331,137.0,132.0,3.0
332,147.0,132.0,3.0
333,139.0,132.0,4.0
334,145.0,132.0,4.0
335,148.0,132.0,4.5
336,140.0,132.0,3.5
337,136.0,132.0,3.5
338,151.0,132.0,3.5
339,138.0,132.0,2.0
340,152.0,132.0,4.0
341,149.0,132.0,4.0
342,146.0,132.0,1.5
343,139.0,132.0,2.5
344,156.0,132.0,4.5
345,144.0,132.0,3.5
346,159.0,132.0,5.0
347,150.0,132.0,3.5
348,150.0,132.0,4.0
349,156.0,132.0,4.5
350,152.0,132.0,2.5
351,138.0,132.0,2.0
352,130.0,132.0,1.0
353,144.0,132.0,3.0
354,150.0,132.0,3.0
355,156.0,132.0,4.0
356,151.0,132.0,5.0
357,144.0,132.0,3.5
358,135.0,132.0,5.0
359,157.0,132.0,4.0
360,138.0,132.0,3.0
361,153.0,132.0,3.5
362,142.0,132.0,3.0
363,150.0,132.0,3.0
364,155.0,132.0,4.5
365,151.0,132.0,3.5
366,164.0,132.0,5.0
367,140.0,132.0,3.0
368,141.0,132.0,3.0
369,164.0,132.0,4.5
370,151.0,132.0,2.0
371,141.0,132.0,4.5
372,149.0,132.0,3.0
373,151.0,132.0,4.0
374,140.0,132.0,3.0
375,150.0,132.0,3.0
376,146.0,132.0,3.0
377,141.0,132.0,2.5
378,159.0,132.0,4.5
379,149.0,132.0,2.5
380,144.0,132.0,2.5
381,132.0,132.0,3.0
382,156.0,132.0,4.0
383,157.0,132.0,4.0
384,147.0,132.0,3.0
385,146.0,132.0,3.0
386,145.0,132.0,3.0
387,147.0,132.0,3.0
388,144.0,132.0,4.0
389,157.0,132.0,4.0
390,132.0,132.0,1.5
391,141.0,132.0,3.0
392,148.0,132.0,3.5
393,162.0,132.0,4.5
394,146.0,132.0,3.0
395,154.0,132.0,3.5
396,140.0,132.0,2.5
397,141.0,132.0,5.0
398,134.0,132.0,3.0
399,155.0,132.0,3.5
400,151.0,132.0,3.5
401,150.0,132.0,3.5
402,150.0,132.0,3.0
403,146.0,132.0,3.5
404,149.0,132.0,3.5
405,142.0,132.0,3.0
406,134.0,132.0,2.5
407,153.0,132.0,5.0
408,139.0,132.0,2.0
409,143.0,132.0,3.0
410,161.0,132.0,4.5
411,145.0,132.0,2.5
412,141.0,132.0,2.5
413,156.0,132.0,3.5
414,143.0,132.0,3.0
415,152.0,132.0,3.5
416,147.0,132.0,2.5
417,136.0,132.0,3.0
418,144.0,132.0,2.5
419,138.0,132.0,4.0
420,144.0,132.0,3.0
421,170.0,132.0,5.0
422,148.0,132.0,3.0
423,154.0,132.0,4.0
424,138.0,132.0,2.0
425,154.0,132.0,4.0
426,144.0,132.0,3.0
427,142.0,132.0,2.0
428,154.0,132.0,3.5
429,130.0,132.0,4.5
430,138.0,132.0,2.0
431,152.0,132.0,3.5
432,132.0,132.0,4.0
433,154.0,132.0,4.0
434,151.0,132.0,4.0
435,154.0,132.0,4.0
436,152.0,132.0,3.5
437,167.0,132.0,5.0
438,132.0,132.0,4.0
439,143.0,132.0,4.0
440,139.0,132.0,5.0
441,132.0,132.0,3.0
442,149.0,132.0,3.0
443,147.0,132.0,4.0
444,142.0,132.0,2.5
445,151.0,132.0,4.0
446,149.0,132.0,4.0
447,135.0,132.0,2.5
448,154.0,132.0,4.0
449,152.0,132.0,6.0
450,149.0,132.0,2.5
451,132.0,132.0,3.0
452,161.0,132.0,4.5
453,151.0,132.0,4.0
454,155.0,132.0,4.5
455,147.0,132.0,3.0
456,154.0,132.0,4.0
457,152.0,132.0,3.0
458,153.0,132.0,4.0
459,150.0,132.0,3.0
460,154.0,132.0,4.0
461,135.0,132.0,4.0
462,140.0,132.0,4.0
463,142.0,132.0,2.5
464,154.0,132.0,3.5
465,132.0,132.0,3.0
466,152.0,132.0,4.5
467,145.0,132.0,3.0
468,149.0,132.0,3.5
469,141.0,132.0,3.5
470,151.0,132.0,4.0
471,135.0,132.0,2.0
472,142.0,132.0,4.0
473,161.0,132.0,5.0
474,146.0,132.0,3.0
475,145.0,132.0,4.0
476,132.0,132.0,4.0
477,139.0,132.0,3.0
478,146.0,132.0,3.5
479,152.0,132.0,3.5
480,146.0,132.0,4.0
481,140.0,132.0,2.0
482,134.0,132.0,2.0
483,152.0,132.0,3.5
484,132.0,132.0,2.0
485,149.0,132.0,3.0
486,146.0,132.0,2.5
487,130.0,132.0,2.5
488,154.0,132.0,4.0
489,143.0,135.0,4.0
490,132.0,135.0,3.0
491,148.0,135.0,3.5
492,154.0,135.0,3.5
493,143.0,135.0,1.5
494,134.0,135.0,3.0
495,148.0,135.0,4.0
496,156.0,135.0,4.0
497,147.0,135.0,3.0
498,146.0,135.0,3.0
499,167.0,135.0,5.0
500,148.0,135.0,3.0
501,136.0,135.0,4.0
502,145.0,135.0,3.0
503,152.0,135.0,3.0
504,155.0,135.0,4.0
505,152.0,135.0,3.0
506,152.0,135.0,3.5
507,165.0,135.0,5.0
508,154.0,135.0,4.0
509,145.0,135.0,4.0
510,130.0,135.0,3.0
511,151.0,135.0,3.5
512,136.0,135.0,1.0
513,148.0,135.0,3.5
514,152.0,135.0,4.0
515,158.0,135.0,4.5
516,158.0,135.0,4.5
517,158.0,135.0,4.5
518,165.0,135.0,5.0
519,130.0,135.0,2.5
520,143.0,135.0,4.0
521,143.0,135.0,5.0
522,152.0,135.0,4.5
523,136.0,135.0,2.5
524,154.0,135.0,5.0
525,138.0,135.0,2.5
526,151.0,135.0,3.0
527,141.0,135.0,3.0
528,148.0,135.0,3.5
529,154.0,135.0,4.0
530,132.0,135.0,3.0
531,152.0,135.0,3.0
532,159.0,135.0,5.0
533,130.0,135.0,2.5
534,155.0,135.0,3.0
535,147.0,135.0,3.0
536,162.0,135.0,3.0
537,143.0,135.0,3.5
538,149.0,135.0,2.5
539,142.0,135.0,3.0
540,137.0,135.0,3.0
541,144.0,135.0,5.0
542,148.0,135.0,3.5
543,156.0,135.0,3.5
544,130.0,135.0,3.0
545,151.0,135.0,3.0
546,149.0,135.0,3.0
547,151.0,135.0,3.0
548,139.0,135.0,1.5
549,134.0,135.0,4.0
550,150.0,135.0,4.0
551,146.0,135.0,3.5
552,147.0,135.0,4.0
553,145.0,135.0,3.5
554,145.0,135.0,3.0
555,142.0,135.0,3.0
556,154.0,135.0,4.0
557,151.0,135.0,3.0
558,142.0,135.0,3.5
559,139.0,135.0,4.0
560,149.0,135.0,3.5
561,153.0,135.0,3.5
562,146.0,135.0,3.5
563,130.0,135.0,4.0
564,138.0,135.0,2.5
565,148.0,135.0,3.5
566,137.0,135.0,2.5
567,140.0,135.0,3.0
568,148.0,135.0,3.0
569,139.0,135.0,2.5
570,146.0,135.0,4.5
571,149.0,135.0,3.5
572,153.0,135.0,4.5
573,143.0,135.0,2.0
574,130.0,135.0,2.5
575,155.0,135.0,4.5
576,153.0,135.0,3.5
577,149.0,135.0,3.5
578,144.0,135.0,3.5
579,144.0,135.0,3.5
580,159.0,135.0,4.0
581,157.0,135.0,4.5
582,134.0,135.0,3.5
583,149.0,135.0,1.5
584,151.0,135.0,3.5
585,139.0,135.0,1.0
586,159.0,135.0,4.5
587,138.0,135.0,3.0
588,153.0,135.0,4.0
589,135.0,135.0,3.0
590,141.0,135.0,3.0
591,154.0,135.0,5.0
592,134.0,135.0,3.5
593,152.0,135.0,3.5
594,137.0,135.0,2.5
595,148.0,135.0,3.0
596,147.0,135.0,3.5
597,145.0,135.0,3.5
598,141.0,135.0,2.5
599,135.0,135.0,4.0
600,147.0,135.0,4.5
601,153.0,135.0,3.5
602,130.0,135.0,1.5
603,144.0,135.0,6.0
604,145.0,135.0,3.0
605,143.0,135.0,2.0
606,167.0,135.0,4.5
607,161.0,135.0,6.0
608,142.0,135.0,3.0
609,144.0,135.0,2.5
610,162.0,135.0,5.0
611,138.0,135.0,3.0
612,143.0,135.0,3.5
613,154.0,135.0,3.5
614,142.0,135.0,2.5
615,151.0,135.0,3.5
616,140.0,135.0,2.0
617,147.0,135.0,4.0
618,153.0,135.0,3.5
619,142.0,135.0,3.5
620,135.0,135.0,3.0
621,152.0,135.0,3.5
622,134.0,135.0,3.0
623,150.0,135.0,4.0
624,151.0,135.0,3.0
625,149.0,135.0,3.0
626,142.0,135.0,3.0
627,152.0,135.0,2.5
628,140.0,135.0,3.0
629,144.0,135.0,1.5
630,145.0,135.0,3.0
631,148.0,135.0,3.5
632,170.0,135.0,4.5
633,152.0,135.0,4.5
634,132.0,135.0,3.0
635,158.0,135.0,4.0
636,146.0,135.0,3.0
637,147.0,135.0,3.0
638,148.0,135.0,3.0
639,141.0,135.0,2.0
640,150.0,135.0,3.0
641,144.0,135.0,3.0
642,139.0,135.0,3.0
643,140.0,135.0,3.5
644,152.0,135.0,4.0
645,143.0,135.0,3.0
646,147.0,135.0,3.0
647,138.0,135.0,2.0
648,152.0,135.0,4.0
649,154.0,135.0,4.5
650,148.0,135.0,3.5
651,142.0,135.0,3.0
652,139.0,135.0,3.0
653,149.0,135.0,4.0
654,140.0,135.0,2.0
655,153.0,135.0,3.0
656,149.0,135.0,4.0
657,144.0,135.0,3.0
658,153.0,135.0,3.0
659,138.0,135.0,2.5
660,142.0,135.0,3.0
661,136.0,135.0,3.5
662,141.0,135.0,2.5
663,146.0,135.0,3.5
664,150.0,135.0,4.0
665,136.0,135.0,3.5
666,136.0,135.0,3.5
667,156.0,135.0,4.0
668,158.0,135.0,4.5
669,144.0,135.0,3.0
670,144.0,135.0,3.5
671,151.0,135.0,4.0
672,151.0,135.0,3.0
673,142.0,135.0,4.0
674,141.0,135.0,3.0
675,149.0,135.0,3.0
676,144.0,135.0,3.0
677,138.0,135.0,2.5
678,142.0,135.0,3.0
679,138.0,135.0,3.0
680,165.0,135.0,5.0
681,144.0,135.0,3.0
682,136.0,135.0,3.0
683,151.0,135.0,4.5
684,149.0,135.0,4.5
685,163.0,135.0,4.0
686,138.0,135.0,3.0
687,150.0,135.0,3.0
688,153.0,135.0,4.0
689,143.0,135.0,3.0
690,139.0,135.0,2.0
691,154.0,135.0,4.0
692,151.0,135.0,3.5
693,149.0,135.0,3.0
694,140.0,135.0,2.5
695,141.0,135.0,3.0
696,154.0,135.0,4.0
697,146.0,135.0,2.5
698,149.0,135.0,2.5
699,153.0,135.0,3.0
700,135.0,135.0,2.5
701,153.0,135.0,4.5
702,159.0,135.0,4.5
703,144.0,135.0,3.0
704,144.0,135.0,3.0
705,152.0,135.0,3.0
706,142.0,135.0,3.0
707,161.0,135.0,4.0
708,141.0,135.0,2.0
709,140.0,135.0,2.0
710,164.0,135.0,5.5
711,149.0,135.0,3.5
712,142.0,135.0,3.5
713,147.0,135.0,3.5
714,135.0,135.0,3.0
715,147.0,135.0,3.5
716,139.0,135.0,2.5
717,142.0,135.0,3.5
718,141.0,135.0,2.5
719,152.0,135.0,5.0
720,141.0,135.0,3.0
721,143.0,135.0,4.0
722,135.0,135.0,4.0
723,140.0,135.0,3.0
724,140.0,135.0,2.5
725,155.0,135.0,4.0
726,138.0,135.0,2.5
727,148.0,135.0,3.0
728,145.0,135.0,3.0
729,135.0,135.0,2.0
730,130.0,135.0,3.0
731,140.0,135.0,3.0
732,150.0,135.0,4.0
733,130.0,135.0,3.0
734,151.0,135.0,4.0
735,141.0,135.0,2.5
736,148.0,135.0,3.0
737,144.0,135.0,3.0
738,152.0,135.0,3.5
739,154.0,135.0,4.0
740,159.0,135.0,4.5
741,140.0,135.0,3.0
742,146.0,135.0,3.0
743,151.0,135.0,3.5
744,143.0,135.0,2.0
745,152.0,135.0,4.0
746,154.0,135.0,3.5
747,155.0,135.0,5.0
748,140.0,135.0,4.0
749,152.0,135.0,3.5
750,142.0,135.0,3.5
751,148.0,135.0,3.0
752,146.0,135.0,1.0
753,155.0,135.0,3.0
754,149.0,135.0,3.0
755,140.0,135.0,3.0
756,141.0,135.0,5.0
757,147.0,135.0,3.5
758,136.0,135.0,3.0
759,156.0,135.0,4.0
760,162.0,135.0,4.5
761,145.0,135.0,3.0
762,141.0,135.0,3.0
763,153.0,135.0,4.0
764,162.0,135.0,4.0
765,156.0,135.0,5.0
766,147.0,135.0,4.0
767,151.0,135.0,4.0
768,143.0,135.0,2.5
769,151.0,135.0,3.0
770,137.0,135.0,2.0
771,161.0,135.0,4.5
772,155.0,135.0,3.5
773,148.0,135.0,3.5
774,159.0,135.0,5.0
775,150.0,135.0,4.5
776,135.0,135.0,3.5
777,145.0,135.0,3.0
778,152.0,135.0,4.0
779,152.0,135.0,4.5
780,137.0,135.0,2.0
781,148.0,135.0,4.0
782,153.0,135.0,4.5
783,152.0,135.0,4.0
784,138.0,135.0,2.5
785,147.0,135.0,3.0
786,141.0,135.0,3.0
787,141.0,135.0,2.5
788,154.0,135.0,4.0
789,152.0,135.0,4.5
790,134.0,135.0,2.5
791,140.0,135.0,3.0
792,151.0,135.0,4.0
793,148.0,135.0,3.0
794,140.0,135.0,3.0
795,140.0,135.0,1.5
796,139.0,135.0,3.0
797,136.0,135.0,3.0
798,148.0,135.0,4.5
799,138.0,135.0,2.5
800,161.0,135.0,4.5
801,148.0,135.0,3.0
802,150.0,135.0,3.5
803,138.0,135.0,2.0
804,140.0,135.0,2.5
805,149.0,135.0,3.0
806,142.0,135.0,2.5
807,138.0,135.0,3.0
808,164.0,135.0,5.0
809,137.0,135.0,2.0
810,153.0,135.0,3.0
811,152.0,135.0,3.5
812,162.0,135.0,4.5
813,164.0,135.0,4.5
814,149.0,135.0,4.0
815,147.0,135.0,3.0
816,140.0,135.0,4.0
817,143.0,135.0,3.5
818,139.0,135.0,2.0
819,151.0,135.0,3.5
820,148.0,135.0,3.5
821,142.0,135.0,3.0
822,151.0,135.0,3.5
823,158.0,135.0,4.0
824,134.0,135.0,3.0
825,149.0,135.0,4.0
826,150.0,135.0,3.5
827,149.0,135.0,3.0
828,142.0,135.0,2.0
829,139.0,135.0,4.0
830,148.0,135.0,3.5
831,146.0,135.0,2.5
832,150.0,135.0,4.5
833,154.0,135.0,4.0
834,136.0,135.0,2.0
835,140.0,135.0,2.5
836,154.0,135.0,3.5
837,170.0,135.0,6.0
838,144.0,135.0,3.5
839,141.0,135.0,3.0
840,146.0,135.0,3.5
841,134.0,135.0,3.0
842,135.0,135.0,2.5
843,132.0,135.0,2.5
844,151.0,135.0,4.0
845,135.0,135.0,2.5
846,144.0,135.0,2.5
847,136.0,135.0,3.0
848,140.0,135.0,2.0
849,134.0,135.0,3.0
850,146.0,135.0,3.0
851,152.0,135.0,4.5
852,142.0,135.0,3.0
853,143.0,135.0,4.0
854,140.0,135.0,3.0
855,134.0,135.0,2.5
856,148.0,135.0,3.0
857,152.0,135.0,4.0
858,141.0,135.0,3.0
859,139.0,135.0,4.0
860,150.0,135.0,6.0
861,139.0,135.0,3.0
862,140.0,135.0,4.0
863,130.0,135.0,3.0
864,158.0,135.0,4.0
865,149.0,135.0,3.5
866,139.0,135.0,2.0
867,132.0,135.0,1.5
868,142.0,135.0,3.0
869,150.0,135.0,3.0
870,142.0,135.0,2.5
871,141.0,135.0,2.0
872,156.0,135.0,4.5
873,158.0,135.0,3.0
874,145.0,135.0,3.0
875,151.0,135.0,4.0
876,151.0,135.0,6.0
877,138.0,135.0,3.5
878,135.0,135.0,2.5
879,139.0,135.0,3.5
880,154.0,135.0,4.0
881,148.0,135.0,4.0
882,149.0,135.0,3.0
883,144.0,135.0,3.5
884,156.0,135.0,4.0
885,132.0,135.0,3.0
886,155.0,135.0,4.0
887,148.0,135.0,3.5
888,147.0,135.0,3.5
889,142.0,135.0,3.0
890,153.0,135.0,5.0
891,143.0,135.0,3.0
892,149.0,135.0,3.0
893,154.0,135.0,5.0
894,153.0,135.0,3.5
895,141.0,135.0,3.0
896,147.0,135.0,3.0
897,134.0,135.0,2.5
898,148.0,135.0,3.5
899,135.0,135.0,3.0
900,143.0,135.0,3.5
901,150.0,135.0,4.0
902,152.0,135.0,4.0
903,146.0,135.0,2.0
904,137.0,135.0,3.0
905,152.0,135.0,3.5
906,142.0,135.0,3.5
907,142.0,135.0,3.0
908,152.0,135.0,4.0
909,130.0,135.0,1.5
910,151.0,135.0,3.5
911,155.0,135.0,4.5
912,154.0,135.0,3.5
913,139.0,135.0,2.0
914,152.0,135.0,2.5
915,151.0,135.0,4.5
916,132.0,135.0,3.5
917,137.0,135.0,2.5
918,137.0,135.0,2.0
919,130.0,135.0,2.5
920,149.0,135.0,3.5
921,152.0,135.0,3.5
922,149.0,135.0,3.5
923,155.0,135.0,3.5
924,130.0,135.0,2.0
925,161.0,135.0,4.5
926,153.0,135.0,4.5
927,138.0,135.0,3.0
928,138.0,135.0,3.0
929,151.0,135.0,4.0
930,146.0,135.0,4.0
931,148.0,135.0,4.0
932,142.0,135.0,4.0
933,150.0,135.0,3.0
934,146.0,135.0,2.5
935,144.0,135.0,2.5
936,144.0,135.0,2.0
937,149.0,135.0,3.0
938,138.0,135.0,3.0
939,142.0,135.0,3.0
940,140.0,135.0,3.5
941,144.0,135.0,3.0
942,147.0,135.0,3.5
943,145.0,135.0,2.5
944,134.0,135.0,2.0
945,144.0,135.0,3.5
946,147.0,135.0,3.5
947,170.0,135.0,4.5
948,147.0,135.0,4.0
949,150.0,135.0,4.5
950,161.0,135.0,5.0
951,149.0,135.0,4.0
952,151.0,135.0,3.5
953,149.0,135.0,3.0
954,143.0,135.0,3.0
955,151.0,135.0,3.5
956,146.0,135.0,3.0
957,144.0,135.0,3.0
958,143.0,135.0,2.0
959,142.0,135.0,2.0
960,155.0,135.0,3.5
961,154.0,135.0,3.5
962,143.0,135.0,3.0
963,135.0,135.0,5.0
964,150.0,135.0,4.0
965,158.0,135.0,4.0
966,151.0,135.0,4.5
967,153.0,135.0,3.5
968,138.0,135.0,3.5
969,150.0,135.0,3.5
970,143.0,135.0,3.0
971,152.0,135.0,4.0
972,149.0,135.0,4.0
973,152.0,135.0,6.0
974,142.0,135.0,2.5
975,149.0,135.0,5.0
976,148.0,135.0,3.0
977,168.0,135.0,5.0
978,149.0,135.0,3.5
979,146.0,135.0,3.5
980,158.0,135.0,4.0
981,150.0,135.0,4.0
982,161.0,135.0,3.0
983,144.0,135.0,3.5
984,150.0,135.0,4.5
985,148.0,135.0,3.0
986,132.0,135.0,2.5
987,150.0,135.0,3.0
988,150.0,135.0,3.5
989,148.0,135.0,4.0
990,155.0,135.0,3.0
991,146.0,135.0,3.0
992,154.0,135.0,4.0
993,152.0,135.0,4.0
994,137.0,135.0,1.0
995,135.0,135.0,3.5
996,152.0,135.0,3.0
997,156.0,135.0,4.0
998,143.0,135.0,3.0
